,brand,store,sido,gungu,address,phone
38,pelicana,강진점,전라남도,강진군,전라남도 강진군 강진읍 탐진로 76-1,061-433-8292
39,pelicana,강화1점,인천광역시,강화군,인천광역시 강화군 강화읍 강화대로403번길 5,032-933-3153
40,pelicana,강화2점,인천광역시,강화군,인천광역시 강화군 강화읍 중앙로 27,032-934-9200
41,pelicana,개군점,경기도,양평군,경기도 양평군 개군면 하자포길 35,031-772-4612
42,pelicana,개금점,부산광역시,부산진구,부산광역시 부산진구 개금본동로32 ,051-897-6061
43,pelicana,개봉1점,서울특별시,구로구,"서울특별시 구로구 개봉로11길 13, 1층 3호(개봉동)",02-2688-9292
44,pelicana,개신점,충청북도,청주시,충청북도 청주시 장구봉로 130 1층,043-218-9292
45,pelicana,개운점,강원도,원주시,강원도 원주시 송림길 48-10(개운동),033-761-2592
46,pelicana,개포2점,서울특별시,강남구,서울특별시 강남구 선릉로6길 12. 1층(개포동),02-575-2405
47,pelicana,개포3점,서울특별시,강남구,서울특별시 강남구 개포로22길 23. 지상1층(개포동),
48,pelicana,거모점,경기도,시흥시,"경기도 시흥시 도일로 100-3, 103호",031-492-8222
49,pelicana,거제상동점,경상남도,거제시,경상남도 거제시 상동1길 15-11 320동 1층,055-636-0588
50,pelicana,거진점,강원도,고성군,강원도 고성군 거진읍 거탄진로 117,033-682-3327
51,pelicana,거창점,경상남도,거창군,경상남도 거창군 거창읍 거열로2길 17,055-945-2765
52,pelicana,건등점,강원도,원주시,"강원도 원주시 문막읍 왕건로 96, 지하1층",033-734-7282
53,pelicana,건영점,경기도,고양시,경기도 고양시 성저로 110번지,
54,pelicana,건천점,경상북도,경주시,"경상북도 경주시 건천읍 내서로 1126, 101",054-751-3510
55,pelicana,검산점,전라북도,김제시,전라북도 김제시 검산택지5길 4 ,063-543-9272
56,pelicana,검암경서점,인천광역시,서구,"인천광역시 서구 승학로 426, 우주프라자 104",032-565-7768
57,pelicana,경기송산점,경기도,화성시,경기도 화성시 수노을1로 191,
58,pelicana,경남고성점,경상남도,고성군,경상남도 고성군 고성읍 중앙로43번길71,055-673-6633
59,pelicana,경남금산점,경상남도,진주시,경상남도 진주시 금산면 금산로 101,055-763-9299
60,pelicana,경남단계점,경상남도,산청군,경상남도 산청군 신등면 신등가회로 15,055-972-3018
61,pelicana,경남사천점,경상남도,사천시,경상남도 사천시 사천읍 정의1길 16,
62,pelicana,경남양산점,경상남도,양산시,경상남도 양산시 중앙로 111,055-385-5329
63,pelicana,경복점,서울특별시,강남구,"서울특별시 강남구 봉은사로43길 8, 1층 102호(논현동)",
64,pelicana,경안점,경기도,광주시,경기도 광주시 중앙로 179 (송정동),031-762-0415
65,pelicana,경포대점,강원도,강릉시,강원도 강릉시  해안로 501 ,033-644-1600
66,pelicana,계산1점,인천광역시,계양구,인천광역시 계양구 경명대로1029번길 9,032-543-4195
67,pelicana,계양1동점,인천광역시,계양구,인천광역시 계양구 황어로115번길 10,032-512-9876
68,pelicana,고강1점,경기도,부천시,경기도 부천시 소사로794번길 59,
69,pelicana,고강2점,경기도,부천시,경기도 부천시 고리울로52번길 35,032-671-1980
70,pelicana,고담리점,경기도,이천시,경기도 이천시 대월면 대산로288번길 72,031-637-6683
71,pelicana,고대점,충청남도,당진시,충청남도 당진시 고대면 고대로 47,041-352-8295
72,pelicana,고덕역점,서울특별시,강동구,서울특별시 강동구 동남로81길 58(고덕동),02-428-0777
73,pelicana,고덕점,충청남도,예산군,충청남도 예산군 고덕면 용고길 353,041-337-8319
74,pelicana,고매리점,경기도,용인시,경기도 용인시 동탄기흥로 700 1층 (고매동),031-286-4296
75,pelicana,고북점,충청남도,서산시,충청남도 서산시 고북면 고북1로 305-3,041-663-1956
76,pelicana,고색점,경기도,수원시,"경기도 수원시 매송고색로 687, 1층",031-292-1833
77,pelicana,고잔2점,경기도,안산시,"경기도 안산시 민속공원로 95, 104호",031-414-9070
78,pelicana,고잔점,경기도,안산시,"경기도 안산시 적금로 244, 문화연립상가동 110",031-401-1452
79,pelicana,고척동점,서울특별시,구로구,서울특별시 구로구 고척로 183-1,
80,pelicana,고천점,경기도,의왕시,"경기도 의왕시 효행로 44(오전동, 의왕빌딩3호)",031-454-0055
81,pelicana,고한점,강원도,정선군,강원도 정선군  고한읍 고한로 151-1,033-591-8212
82,pelicana,곡반정점,경기도,수원시,경기도 수원시 곡선로50번길 48,
83,pelicana,곤명점,경상남도,사천시,경상남도 사천시 곤명면 완사2길23,055-853-8382
84,pelicana,곤지암점,경기도,광주시,경기도 광주시 곤지암읍 곤지암로50번길 25,031-762-3660
85,pelicana,공덕동점,서울특별시,마포구,서울특별시 마포구 효창목4길 25,02-707-1371
86,pelicana,공덕역점,서울특별시,마포구,"서울특별시 마포구 마포대로11길 75 102 (공덕동, 공덕현대아파트상가)",02-704-0401
87,pelicana,공도점,경기도,안성시,경기도 안성시 공도읍 고무다리길 10-1,031-653-9441
88,pelicana,공릉철길공원점,서울특별시,노원구,서울특별시 노원구 동일로184길 69. 1층(공릉동),02-978-9222
89,pelicana,공성점,경상북도,상주시,경상북도 상주시 공성면 옥산리 290-8,054-535-5000
90,pelicana,공주산성동점,충청남도,공주시,충청남도 공주시 산성찬호길 1(산성동),041-854-1215
91,pelicana,공주중동점,충청남도,공주시,충청남도 공주시 웅진로 140(중동),041-852-8850
92,pelicana,과학단지점,충청북도,청주시,충청북도 청주시 오창읍 오창중앙로 94,043-900-8292
93,pelicana,관산점,경기도,고양시,경기도 고양시 통일로802번길 71,031-963-2740
94,pelicana,관양1점,경기도,안양시,경기도 안양시 관평로327번길 25 101호,031-388-5259
95,pelicana,관음점,대구광역시,북구,대구광역시 북구 칠곡중앙대로95길 48-1,
96,pelicana,관저1점,대전광역시,서구,대전광역시 서구 관저동 981 원앙쇼핑109호,042-544-9292
97,pelicana,관저2점,대전광역시,서구,대전광역시 서구 관저로 47,042-544-9922
98,pelicana,광교점,경기도,수원시,"경기도 수원시 대학1로8번길 59, 1층103호(이의동)",
99,pelicana,광나루점,서울특별시,광진구,"서울특별시 광진구 아차산로78길 165, 1층 102호(광장동)",02-455-5111
100,pelicana,광릉내점,경기도,남양주시,경기도 남양주시 진접읍 광릉내로 83,031-527-9300
101,pelicana,광명1점,경기도,광명시,경기도 광명시 오리로 937,02-2688-7025
102,pelicana,광명2점,경기도,광명시,경기도 광명시 광화로 16,02-2681-4280
103,pelicana,광명역점,경기도,광명시,"경기도 광명시 신기로17번길 6, 1층102호(일직동,케이스퀘어)",02-898-1618
104,pelicana,광산점,광주광역시,광산구,광주광역시 광산구 송정로1번길 86,062-941-0550
105,pelicana,광안점,부산광역시,수영구,부산광역시 수영구 무학로33번길 55,051-753-8989
106,pelicana,광양점,전라남도,광양시,전라남도 광양시 광양읍 인서중앙길 43,061-762-2828
107,pelicana,광장동점,서울특별시,광진구,서울특별시 광진구 구의로16길 23,02-455-4566
108,pelicana,광주점,경기도,광주시,경기도 광주시 문화로 6(역동),
109,pelicana,광천점,충청남도,홍성군,충청남도 홍성군 광천읍 광천로 312,041-642-0008
110,pelicana,광탄점,경기도,파주시,경기도 파주시 광탄면 혜음로 1127-1,031-947-3171
111,pelicana,광혜원점,충청북도,진천군,충청북도 진천군 광혜원면 화랑5길 8,043-535-2170
112,pelicana,괘법점,부산광역시,사상구,부산광역시 사상구 광장로37번길 71,
113,pelicana,괴산점,충청북도,괴산군,"충청북도 괴산군 괴산읍 읍내로11번길, 8-5",043-833-0444
114,pelicana,괴안1점,경기도,부천시,"경기도 부천시 부광로8번길 39,104(괴안동)",032-343-4885
115,pelicana,괴정1점,대전광역시,서구,대전광역시 서구 갈마로 170,042-526-3222
116,pelicana,교대앞점,강원도,춘천시,강원도 춘천시 공지로 111 ,033-262-9355
117,pelicana,교대역점,서울특별시,서초구,서울특별시 서초구 서초대로60길 25 1층,02-585-4066
118,pelicana,교하신도시점,경기도,파주시,경기도 파주시 숲속노을로 300 상가동 1층 104호,
119,pelicana,구곡현대점,강원도,원주시,강원도 원주시 남원로 492-14(단구동1576-3),033-764-9291
120,pelicana,구래점,경기도,김포시,경기도 김포시 김포한강9로 121,031-983-2153
121,pelicana,구례점,전라남도,구례군,전라남도 구례군 구례읍 중앙로 35,061-782-8838
122,pelicana,구로2동점,서울특별시,구로구,서울특별시 구로구 구로동로23길 7,02-854-1929
123,pelicana,구리남점,경기도,구리시,"경기도 구리시 안골로20번길 28(교문동, 1층)",031-569-9292
124,pelicana,구미송정점,경상북도,구미시,경상북도 구미시 신시로14길 14,054-443-8592
125,pelicana,구미옥계점,경상북도,구미시,경상북도 구미시 흥안로1길 6-3,
126,pelicana,구반월점,경기도,안산시,경기도 안산시 남산평1길 3,031-502-1140
127,pelicana,구성마북점,경기도,용인시,경기도 용인시 연원로 5(마북동),031-286-3854
128,pelicana,구암점,전라북도,군산시,전라북도 군산시 서당길 9 102호,063-443-3396
129,pelicana,구운점,경기도,수원시,"경기도 수원시 구운로32, 1층(구운동)",031-292-6310
130,pelicana,구월1동점,인천광역시,남동구,인천광역시 남동구 용천로17번길 15,032-471-2484
131,pelicana,구의동점,서울특별시,광진구,서울특별시 광진구 자양로 322 (구의동),02-455-6200
132,pelicana,구포점,부산광역시,북구,부산광역시 북구 가람로74 ,051-337-5552
133,pelicana,군남점,경기도,연천군,경기도 연천군 군남면 군남로 115,031-833-3355
134,pelicana,군위점,경상북도,군위군,경상북도 군위군 군위읍 서부리 57-1,054-382-3392
135,pelicana,군자11점,경기도,안산시,경기도 안산시 선부광장남로 109 가동상가 110호,031-402-3842
136,pelicana,군포당동점,경기도,군포시,"경기도 군포시 군포로510번길 25(당동, 당동누리에뜰해밀제1층118호)",031-454-8174
137,pelicana,궁동점(대전),대전광역시,유성구,대전광역시 유성구 궁동로 18번길 94,042-823-2223
138,pelicana,권선점,경기도,수원시,경기도 수원시 세권로181번길 13(권선동),
139,pelicana,궐동대우점,경기도,오산시,경기도 오산시 청학로 173번길 18(수청동),031-375-1486
140,pelicana,근화점,전라남도,목포시,전라남도 목포시 산정로 268-3,061-272-3294
141,pelicana,금곡점,경기도,남양주시,경기도 남양주시 금곡로 49,031-592-7921
142,pelicana,금곡점(수원),경기도,수원시,경기도 수원시 금곡로140번길 95-27 1층 101호,031-292-9282
143,pelicana,금산2점,충청남도,금산군,충청남도 금산군 금산읍 건삼전길 38,041-751-0152
144,pelicana,금암점,전라북도,전주시,전라북도 전주시 조경단로 44,063-254-6525
145,pelicana,금오점,경기도,의정부시,경기도 의정부시 금신로 398,031-847-3528
146,pelicana,금왕점,충청북도,음성군,충청북도 음성군 금왕읍 탑골길 18,043-878-1330
147,pelicana,금장점,경상북도,경주시,경상북도 경주시 현곡면 금장5길 20-20,054-775-8969
148,pelicana,금촌주공점,경기도,파주시,경기도 파주시 가나무로 103 지하층(금촌동),031-943-9955
149,pelicana,금호동점,광주광역시,서구,광주광역시 서구 화개1로 31. 107호,062-682-3392
150,pelicana,금호로타리점,서울특별시,성동구,서울특별시 성동구 무수막길 89-2,02-2234-4870
151,pelicana,금호역점,서울특별시,성동구,서울특별시 성동구 독서당로 287,02-2238-6777
152,pelicana,기계점,경상북도,포항시,경상북도 포항시 기계면 기계로 63-1,054-243-1820
153,pelicana,기아점,경기도,광명시,경기도 광명시 기아로 25-1,
154,pelicana,기업도시점(원주),강원도,원주시,강원도 원주시 지정면 신지정로295,033-744-7310
155,pelicana,기업도시점(충주),충청북도,충주시,"충청북도 충주시 중앙탑면 원앙9길 15 , 1층 112호",043-842-7755
156,pelicana,기장점,부산광역시,기장군,부산광역시 기장군 기장읍 대라리 129-1,051-722-9292
157,pelicana,기지시점,충청남도,당진시,충청남도 당진시 송악읍 틀모시로 783-1,
158,pelicana,길동3점,서울특별시,강동구,"서울특별시 강동구 천호대로185길 89(길동, 1층)",02-470-3580
159,pelicana,길음점,서울특별시,성북구,서울특별시 성북구 길음로 74 길음뉴타운5단지 2-105,
160,pelicana,김해내동점,경상남도,김해시,경상남도 김해시 평전로 154(내동),055-337-5686
161,pelicana,김해중앙점,경상남도,김해시,경상남도 김해시 가락로15번길 12,055-328-9282
162,pelicana,까치산점,서울특별시,강서구,"서울특별시 강서구 강서로12길 3  (화곡동, 인터시티빌라 1층 102호)",02-2696-2705
163,pelicana,꼬꼬점,경상북도,포항시,경상북도 포항시 칠성천길 98,054-242-9291
164,pelicana,꿈.연화점,경기도,부천시,경기도 부천시 옥산로 86,032-657-1008
165,pelicana,낙성대1점,서울특별시,관악구,서울특별시 관악구 인헌3가길 2,02-877-6451
166,pelicana,난곡점,서울특별시,관악구,서울특별시 관악구 문성로16가길 43,02-859-7272
167,pelicana,남목점,울산광역시,동구,울산광역시 동구 동해안로 40-2(동부동),052-234-3310
168,pelicana,남부점,강원도,원주시,강원도 원주시 남원로 617-2(명륜동),033-762-3727
169,pelicana,남원노암점,전라북도,남원시,전라북도 남원시 노송로 1231 한신아파트상가 102호,063-632-3181
170,pelicana,남원점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 태위로 689(남원항공),064-764-8292
171,pelicana,남중·모현점,전라북도,익산시,"전라북도 익산시  고현로14길 53, 1층",
172,pelicana,남창덕신점,울산광역시,울주군,울산광역시 울주군 온양읍 연안8길30,052-238-1030
173,pelicana,남촌점,경기도,오산시,경기도 오산시 성호대로 24-1(오산동),
174,pelicana,남해점,경상남도,남해군,경상남도 남해군 남해읍 화전로48,055-862-1400
175,pelicana,내곡동점,강원도,강릉시,강원도 강릉시  관대길 70(내곡동),033-643-2808
176,pelicana,내동2점,대전광역시,서구,대전광역시 서구 동서대로 977,042-527-3111
177,pelicana,내동점,경기도,부천시,경기도 부천시 삼작로96번길 21(내동 19-12),032-675-9601
178,pelicana,내면점,강원도,홍천군,강원도 홍천군  내면읍 창촌로 48,033-432-0418
179,pelicana,내손동점,경기도,의왕시,"경기도 의왕시 계원대학로 26, 201호 (내손동, 주영프라자)",031-426-9282
180,pelicana,내포1점,충청남도,홍성군,충청남도 홍성군 홍북면 애향2길 2,041-634-8685
181,pelicana,노암점,강원도,강릉시,강원도 강릉시  노가니길 1(노암동),033-647-8592
182,pelicana,노은반석점,대전광역시,유성구,"대전광역시 유성구 노은서로266번 77, 104호(지상1층)",
183,pelicana,노학점,강원도,속초시,강원도 속초시 교동로 55(교동),033-636-5592
184,pelicana,녹양점,경기도,의정부시,"경기도 의정부시 비우로20번길 29(가능동,지상1층)",031-879-9982
185,pelicana,논산2점,충청남도,논산시,충청남도 논산시 계백로 1008,041-733-2396
186,pelicana,논산대교점,충청남도,논산시,충청남도 논산시 대화로133번길 9-5,041-733-9955
187,pelicana,논산주공점,충청남도,논산시,"충청남도 논산시 논산대로 348번길 7, 상가-101(취암동,주공아파트)",
188,pelicana,논현동점,서울특별시,강남구,"서울특별시 강남구 강남대로128길 27(논현동, 지상1층 102호)",02-515-5770
189,pelicana,농암점,경상북도,문경시,경상북도 문경시 농암면 청암2길 10,054-571-3020
190,pelicana,능곡점,경기도,고양시,"경기도 고양시 토당로78번길 7-10, 1층(토당동)",031-974-7747
191,pelicana,능주점,전라남도,화순군,전라남도 화순군 능주면 죽수길 50,061-373-3245
192,pelicana,다운점,울산광역시,중구,울산광역시 중구 운곡8길86 ,052-222-7282
193,pelicana,다인점,경상북도,의성군,경상북도 의성군 다인면 서릉길 59,054-861-9988
194,pelicana,단계점,강원도,원주시,강원도 원주시 원문로 85 1층(학성동),033-731-9292
195,pelicana,단계택지점,강원도,원주시,강원도 원주시 금불3길 34(단계동),033-743-6586
196,pelicana,단관점,강원도,원주시,강원도 원주시 단관길 163(관설동),033-763-9289
197,pelicana,단구점,강원도,원주시,강원도 원주시 치악로 1629 (단구동),033-763-8929
198,pelicana,단월동점,경기도,이천시,경기도 이천시 단월로 29(단월동),031-634-4547
199,pelicana,달동1점,울산광역시,남구,울산광역시 남구 왕생로100번길 25-1,052-273-9292
200,pelicana,달동2점,울산광역시,남구,"울산광역시 남구 번영로107번길 3, 203(달동, 주공아파트)",052-269-9959
201,pelicana,달전점,경상북도,포항시,경상북도 포항시 흥해읍 도음로877번길 9 삼도미래타운106-106,054-262-4200
202,pelicana,답십리점,서울특별시,동대문구,"서울특별시 동대문구 전농로3길 52-2, 1층(답십리동)",02-2247-4880
203,pelicana,당감점,부산광역시,부산진구,부산광역시 부산진구 당감서로78 ,051-898-3392
204,pelicana,당북점,경상북도,안동시,경상북도 안동시 대안로 65-2,054-842-7474
205,pelicana,당산동점,서울특별시,영등포구,서울특별시 영등포구 영중로 114 (영등포동8가),02-2671-5559
206,pelicana,당수동점,경기도,수원시,경기도 수원시 당진로 14번길 57 상가 105(당수동),031-419-8450
207,pelicana,당진1점,충청남도,당진시,충청남도 당진시 당진중앙2로 54-5,041-352-9999
208,pelicana,당진2점,충청남도,당진시,충청남도 당진시 무수동로 195,041-357-8966
209,pelicana,당진3점,충청남도,당진시,충청남도 당진시 원당로 55,041-355-4343
210,pelicana,당진신평점,충청남도,당진시,충청남도 당진시 신평로 827,041-362-9288
211,pelicana,대강점,충청북도,단양군,충청북도 단양군 대강면 대강로 59-1,043-421-3392
212,pelicana,대고점,대전광역시,중구,"대전광역시 중구 테미로 31-1(대흥동, 1층)",042-256-6213
213,pelicana,대광리점,경기도,연천군,경기도 연천군 신서면 도대로3번길 33,031-834-8009
214,pelicana,대구고성점,대구광역시,서구,대구광역시 서구 원대로13길 16,053-354-9901
215,pelicana,대구남산점,대구광역시,중구,대구광역시 중구 남산로2길 13(남산동),053-255-5417
216,pelicana,대구대명점,대구광역시,남구,대구광역시 남구 두류공원로17길 48,053-656-9515
217,pelicana,대구상동점,대구광역시,수성구,대구광역시 수성구 청수로3길 87,
218,pelicana,대구서문점,대구광역시,서구,대구광역시 서구 국채보상로76길 45-6,
219,pelicana,대구송정점,대구광역시,동구,대구광역시 동구 반야월로 379,053-964-5592
220,pelicana,대구신당점,대구광역시,달서구,대구광역시 달서구 서당로7길 109,
221,pelicana,대구지산점,대구광역시,수성구,대구광역시 수성구 용학로35길 17,053-783-7890
222,pelicana,대림동산점,경기도,안성시,경기도 안성시 공도읍 양기길 48 ,031-658-9192
223,pelicana,대림역점,서울특별시,구로구,서울특별시 구로구 구로중앙로8길 17,02-867-8292
224,pelicana,대림점,서울특별시,영등포구,서울특별시 영등포구 대림로34길 14-1,02-842-4747
225,pelicana,대명계대점,대구광역시,남구,대구광역시 남구 중앙대로31길 176,053-219-9992
226,pelicana,대방동점,서울특별시,동작구,서울특별시 동작구 등용로 112-1,02-826-2282
227,pelicana,대봉점,대구광역시,중구,대구광역시 중구 동덕로6길 12-14,
228,pelicana,대산점,충청남도,서산시,충청남도 서산시 대산읍 구진로 61-1,041-664-9400
229,pelicana,대소점,충청북도,음성군,충청북도 음성군 대소면 오태로99번길 12-4,043-881-8508
230,pelicana,대송점,울산광역시,동구,울산광역시 동구 대송6길 24,052-236-3333
231,pelicana,대신점,경기도,여주시,경기도 여주시 대신면 여양로 1452,031-884-3669
232,pelicana,대연점,부산광역시,남구,부산광역시 남구 천제등로28번길 50,
233,pelicana,대우점,인천광역시,부평구,인천광역시 부평구 산청로17번길 12,
234,pelicana,대전용문점,대전광역시,서구,대전광역시 서구 용문로 35-18,042-524-8030
235,pelicana,대전터미널점,대전광역시,동구,대전광역시 동구 동서대로1695번길 106,042-631-0666
236,pelicana,대조동점,서울특별시,은평구,서울특별시 은평구 역말로9길 40-1. 1층(대조동),02-355-6360
237,pelicana,대진점,강원도,고성군,강원도 고성군 현내면 한나루로 112-1,033-682-0303
238,pelicana,대천해수욕장점,충청남도,보령시,충청남도 보령시 해수욕장4길 68,041-932-9047
239,pelicana,대치동점,서울특별시,강남구,서울특별시 강남구 남부순환로 2917 (1층 108호),
240,pelicana,대학로점,강원도,삼척시,강원도 삼척시  대학로 45(당저동),033-573-4298
241,pelicana,대화장성점,경기도,고양시,경기도 고양시 호수로838번길 22,031-916-1233
242,pelicana,대화점(강원),강원도,평창군,강원도 평창군  대화면 대화3길 46,033-333-2001
243,pelicana,덕산점,충청북도,진천군,충청북도 진천군 덕산면 덕금로 809,043-536-5888
244,pelicana,덕절리점,경기도,화성시,경기도 화성시 정남면 발안로 1177,031-373-2660
245,pelicana,덕정점,경기도,양주시,경기도 양주시 덕정길 23,031-858-2281
246,pelicana,덕천점,경기도,안양시,경기도 안양시 덕천로128번길 18(안양동),031-444-0406
247,pelicana,덕풍동점,경기도,하남시,"경기도 하남시 신장로 104(신장동,성원쌍떼빌)",031-793-9922
248,pelicana,도계점,강원도,삼척시,"강원도 삼척시  도계읍 도계로 228, 1/3",033-541-6027
249,pelicana,도고점,충청남도,아산시,충청남도 아산시 도고면 아산만로 162-1,041-544-8746
250,pelicana,도구점,경상북도,포항시,경상북도 포항시 동해면 일월로 116,054-286-2970
251,pelicana,도당점,경기도,부천시,경기도 부천시 옥산로 145,032-677-7500
252,pelicana,도련점,제주특별자치도,제주시,"제주특별자치도 제주시 삼봉로 115, 미듬하나로맨션상가 103호",064-751-9282
253,pelicana,도림주공점,인천광역시,남동구,인천광역시 남동구 논고개로 299,032-434-8292
254,pelicana,도립대점,강원도,강릉시,강원도 강릉시  주문진읍 연주로 261-1,033-661-7282
255,pelicana,도마점,대전광역시,서구,대전광역시 서구 도마5길 4,042-522-0704
256,pelicana,도봉점,서울특별시,도봉구,"서울특별시 도봉구 도봉로164길 10(도봉동, 1층)",02-955-8695
257,pelicana,도안지구점,대전광역시,유성구,대전광역시 유성구 원신흥남로 11번길 6-22 (102호),042-822-9283
258,pelicana,도영점,강원도,원주시,강원도 원주시 남원로 527번길 6-34(명륜동),033-762-8668
259,pelicana,도평점,경기도,광주시,경기도 광주시 초월읍 현산로 89-6,031-768-9266
260,pelicana,도화동점,서울특별시,마포구,서울특별시 마포구 도화2안길 10,02-702-2122
261,pelicana,독립문점,서울특별시,종로구,서울특별시 종로구 통일로 222(교북동),02-722-9916
262,pelicana,독산1점,서울특별시,금천구,서울특별시 금천구 가산로 80,02-853-0580
263,pelicana,독산3점,서울특별시,금천구,서울특별시 금천구 독산로 319 (독산동),02-867-1780
264,pelicana,동광양점,전라남도,광양시,전라남도 광양시 중마로 201,061-795-8952
265,pelicana,동대동점,충청남도,보령시,충청남도 보령시 작은오랏2길 60-6,
266,pelicana,동두천역전점,경기도,동두천시,경기도 동두천시 생연로 120(생연동),031-862-2973
267,pelicana,동두천터미널점,경기도,동두천시,경기도 동두천시 중앙로265번길 15,031-862-7853
268,pelicana,동명동점,강원도,속초시,강원도 속초시 번영로105번길 19(동명동),033-631-2530
269,pelicana,동명점,경상북도,칠곡군,경상북도 칠곡군 동명면 봉암1길 7,054-976-4840
270,pelicana,동보점,강원도,원주시,강원도 원주시 진광길 30(우산동),033-744-9028
271,pelicana,동삼점,부산광역시,영도구,부산광역시 영도구 태종로 688-2(동삼동),051-405-3377
272,pelicana,동송점,강원도,철원군,강원도 철원군  동송읍 금학로 232,033-455-4490
273,pelicana,동아점,경기도,고양시,경기도 고양시 강송로 196 동아아파트상가 1-3,031-902-0203
274,pelicana,동암남점,인천광역시,부평구,인천광역시 부평구 경인로701번길 43 1층,032-421-8180
275,pelicana,동천동점,경기도,용인시,경기도 용인시 고기로45번길 58 동문그린아파트 상가101호,031-262-9759
276,pelicana,동천점,경상북도,경주시,경상북도 경주시 탈해로47번길 6-4,054-773-7731
277,pelicana,동촌점,대구광역시,동구,대구광역시 동구 해동로 243-1,
278,pelicana,동탄1점,경기도,화성시,"경기도 화성시 동탄지성로 150-9(능동,상가101호)",031-613-0092
279,pelicana,동탄2점,경기도,화성시,경기도 화성시 동탄청계로 303-14,
280,pelicana,동탄반송점,경기도,화성시,"경기도 화성시 노작로3길 22,1층 일부호(반송동)",
281,pelicana,동탄한백점,경기도,화성시,경기도 화성시 동탄대로24길 117,031-373-9228
282,pelicana,동해점,강원도,동해시,강원도 동해시  천곡2길 4(천곡동),033-532-3325
