,brand,store,sido,gungu,address,phone
33,nene,강원평창군대관령점,강원,평창군,강원 평창군 대관령면 경강로  5166,033-335-9599
34,nene,강원평창군장평점,강원,평창군,강원 평창군 용평면 경강로 1663-1,033-333-4491
35,nene,강원정선군정선점,강원,정선군,강원 정선군 정선읍 봉양길 6길28,033-562-4477
36,nene,경기포천시운천점,경기,포천시,경기 포천시 영북면 운천로 23,031-534-9293
37,nene,강원철원군동송점,강원,철원군,강원 철원군 동송읍 금학로 202,033-456-0635
38,nene,강원철원군와수리점,강원,철원군,강원 철원군 서면 와수로 181번길7-16,033-458-5332
39,nene,강원강릉시홍제점,강원,강릉시,강원 강릉시 홍제로 33,033-643-9993
40,nene,강원평창군봉평점,강원,평창군,강원 평창군 봉평면 태기로 68,033-334-5255
41,nene,강원강릉시솔올점,강원,강릉시,강원 강릉시 원대로 155,033-641-4560
42,nene,강원강릉시입암점,강원,강릉시,강원 강릉시 강변로 410번길36,033-643-9976
43,nene,강원강릉시사천해변점,강원,강릉시,강원 강릉시 사천면 진리해변길 99,033-644-8881
44,nene,강원춘천시효자점,강원,춘천시,강원 춘천시 서부대성로 194,033-256-0074
45,nene,강원인제군현리점,강원,인제군,강원 인제군 기린면 내린천로 3905-1,033-461-9294
46,nene,강원양구군양구점,강원,양구군,강원 양구군 양구읍 중앙길 12,033-481-9995
47,nene,강원춘천시강북점,강원,춘천시,강원 춘천시 충열로 78-3,033-252-0086
48,nene,강원삼척시교동점,강원,삼척시,강원 삼척시 정상로 10-6,033-573-8000
49,nene,강원횡성군횡성점,강원,횡성군,강원 횡성군 횡성읍 읍하로 25번길14,033-344-4479
50,nene,강원화천군사내점,강원,화천군,강원 화천군 사내면 사내로 31,033-441-9292
51,nene,강원철원군신철원점,강원,철원군,강원 철원군 갈말읍 삼부연로 17번길3-14,033-452-9911
52,nene,강원인제군인제점,강원,인제군,강원 인제군 인제읍 인제로 197-1,033-463-7999
53,nene,강원동해시천곡점,강원,동해시,강원 동해시 한섬로 18,033-532-9591
54,nene,강원고성군고성간성점,강원,고성군,강원 고성군 간성읍 간성로 65-1,033-681-4479
55,nene,강원강릉시주문진점,강원,강릉시,강원 강릉시 주문진읍 주문로 11,033-661-4488
56,nene,강원원주시태장점,강원,원주시,강원 원주시 북원로 2714,033-743-4479
57,nene,강원춘천시칠전송암점,강원,춘천시,강원 춘천시 옛경춘로 492,033-251-4479
58,nene,강원강릉시포남1점,강원,강릉시,강원 강릉시 성덕포남로 169,033-652-9976
59,nene,강원원주시혁신도시점,강원,원주시,강원 원주시 웅비2길  2길8,033-742-4479
60,nene,서울도봉구신창점,서울,도봉구,서울 도봉구 덕릉로 4다길9,02-998-9592
61,nene,경기파주시선유점,경기,파주시,경기 파주시 문산읍 독서울길 1길22,031-953-1842
62,nene,경기양주시광적점,경기,양주시,경기 양주시 광적면 삼일로 23,031-836-3436
63,nene,경기동두천시생연점,경기,동두천시,경기 동두천시 삼육사로 980,031-862-9298
64,nene,경기포천시신읍리점,경기,포천시,경기 포천시 왕방로 159,031-531-9280
65,nene,경기양주시신산점,경기,양주시,경기 양주시 남면 개나리길 11길38-4,031-861-9252
66,nene,서울강북구미아점,서울,강북구,서울 강북구 삼양로 54길119,"02-982-8292, 02"
67,nene,경기의정부시의정부1점,경기,의정부시,경기 의정부시 호국로 1298번길18,031-846-9952
68,nene,경기양주시덕계점,경기,양주시,경기 양주시 평화로 1412,031-864-9982
69,nene,경기양주시장흥점,경기,양주시,경기 양주시 장흥면 호국로 177,031-855-5474
70,nene,서울성동구행당1점,서울,성동구,서울 성동구 왕십리로길 21길25,02-2293-4479
71,nene,경기연천군대광리점,경기,연천군,경기 연천군 신서면 연신로 1155-1,031-834-8207
72,nene,경기고양시풍동점,경기,고양시,경기 고양시 일산동구 숲속마을로 2로106-2,031-966-4492
73,nene,경기고양시주교점,경기,고양시,경기 고양시 덕양구 원당로 69번길14,031-965-9234
74,nene,경기의정부시금오지구점,경기,의정부시,경기 의정부시 청사로 5번길8-17,031-853-9989
75,nene,서울성북구정릉점,서울,성북구,서울 성북구 보국문로 90,02-943-9592
76,nene,서울서대문구홍제1점,서울,서대문구,서울 서대문구 통일로 39길22-4,02-3216-4450
77,nene,경기양주시송추점,경기,양주시,경기 양주시 장흥면 호국로 569,031-826-1934
78,nene,서울중랑구묵2동점,서울,중랑구,서울 중랑구 동일로 163길36,02-975-4527
79,nene,경기고양시라페스타점,경기,고양시,경기 고양시 일산동구 무궁화로 7-45,031-905-9982
80,nene,서울동대문구용두1호점,서울,동대문구,서울 동대문구 정릉천동로 58,02-922-3777
81,nene,경기포천시양문점,경기,포천시,경기 포천시 영중면 양문로 87-1,031-532-6608
82,nene,서울마포구망원점,서울,마포구,서울 마포구 포은로 68,02-323-7383
83,nene,서울동대문구신이문점,서울,동대문구,서울 동대문구 한천로 421-1,02-966-8955
84,nene,서울노원구상계마들점,서울,노원구,서울 노원구 한글비석로 228길23상계주공14단지상가제1층104호,02-934-4479
85,nene,경기파주시문산점,경기,파주시,경기 파주시 문산읍 문향로 30,031-953-9479
86,nene,경기고양시성석점,경기,고양시,경기 고양시 일산동구 고봉로 604-32동101호,031-977-4412
87,nene,서울중랑구망우점,서울,중랑구,서울 중랑구 용마산로 493,02-433-4479
88,nene,경기고양시식사동점,경기,고양시,경기 고양시 일산동구 위시티3로 3로53-5,031-963-4414
89,nene,서울광진구화양점,서울,광진구,서울 광진구 아차산로 21길43,02-462-8887
90,nene,경기연천군연천점,경기,연천군,경기 연천군 연천읍 연천로 330,031-834-8245
91,nene,경기고양시주엽1점,경기,고양시,경기 고양시 일산서구 대산로 58,031-912-8892
92,nene,서울광진구어린이대공원점,서울,광진구,서울 광진구 광나루로 521,02-466-6572
93,nene,서울은평구역촌점,서울,은평구,서울 은평구 역말로 7길3-2,02-359-4472
94,nene,경기포천시이동점,경기,포천시,경기 포천시 이동면 성장로 1길9-1,031-531-9289
95,nene,서울강북구삼각산점,서울,강북구,서울 강북구 삼양로 19길74,02-982-8282
96,nene,서울중랑구면목1동점,서울,중랑구,서울 중랑구 사가정로 49길43,02-437-9202
97,nene,경기양주시덕정점,경기,양주시,경기 양주시 화합로 1402번길24-50,031-859-4977
98,nene,경기고양시대화점,경기,고양시,경기 고양시 일산서구 강성로 214번길16-4,031-925-5592
99,nene,서울성북구동소문점,서울,성북구,서울 성북구 아리랑로 5길39,02-923-4492
100,nene,경기의정부시장암점,경기,의정부시,경기 의정부시 장곡로 322번길14-9,031-855-9003
101,nene,서울도봉구방학2점,서울,도봉구,서울 도봉구 방학로 117,02-955-4482
102,nene,경기의정부시신곡점,경기,의정부시,경기 의정부시 시민로 176,031-842-9995
103,nene,서울성북구장위2동점,서울,성북구,서울 성북구 돌곶이로 27길59-3,02-913-9290
104,nene,서울성북구석관점(B),서울,성북구,서울 성북구 한천로 76길20,02-960-4492
105,nene,서울성동구한양점,서울,성동구,서울 성동구 마조로 59,02-2294-9282
106,nene,경기포천시일동점,경기,포천시,경기 포천시 일동면 화동로 1063번길1-2,031-531-9288
107,nene,서울성동구금호점,서울,성동구,서울 성동구 독서당로 315-4,02-2299-2272
108,nene,경기고양시행신2점,경기,고양시,경기 고양시 덕양구 무원로 6무원빌딩111호,031-973-0702
109,nene,경기의정부시금오점,경기,의정부시,경기 의정부시 하금로 45,031-847-9670
110,nene,경기고양시백마점,경기,고양시,경기 고양시 일산동구 경의로 309,031-904-4482
111,nene,경기고양시덕이점,경기,고양시,경기 고양시 일산서구 탄중로 101번길60,031-923-1311
112,nene,경기의정부시호원점,경기,의정부시,경기 의정부시 평화로 138,031-871-0298
113,nene,경기동두천시중앙점,경기,동두천시,경기 동두천시 동광로 81번길15,031-861-2234
114,nene,서울광진구중곡2점,서울,광진구,서울 광진구 동일로 64길14,02-464-4479
115,nene,서울광진구자양점,서울,광진구,서울 광진구 능동로 10길109,02-452-9200
116,nene,서울강북구번동점,서울,강북구,서울 강북구 오현로 981,02-987-4479
117,nene,서울마포구성산점,서울,마포구,서울 마포구 월드컵북로 27길19,"02-305-9993, 02"
118,nene,서울동대문구휘경1점,서울,동대문구,서울 동대문구 한천로 244-11,02-2212-6888
119,nene,경기의정부시망월사역점,경기,의정부시,경기 의정부시 평화로 196,031-875-2929
120,nene,서울광진구군자송정점,서울,광진구,서울 광진구 동일로 52길15,02-499-4479
121,nene,서울성북구길음점,서울,성북구,서울 성북구 삼양로 12길5,02-953-5100
122,nene,경기포천시송우점,경기,포천시,경기 포천시 소흘읍 봉솔로길 3길17,031-543-4244
123,nene,서울마포구상암점(B),서울,마포구,서울 마포구 월드컵북로 47길46,02-373-4479
124,nene,경기파주시금촌2동점,경기,파주시,경기 파주시 황골로 69,031-949-4355
125,nene,경기고양시화정2점,경기도,고양시,경기도 고양시 덕양구 화정로 86,031-978-4445
126,nene,서울도봉구창동점,서울,도봉구,서울 도봉구 덕릉로 59마길40,02-995-8228
127,nene,경기의정부시신시가지점,경기,의정부시,경기 의정부시 범골로 82번길30,031-879-6160
128,nene,서울용산구보광점,서울,용산구,서울 용산구 보광로 52-1,02-749-4479
129,nene,서울마포구홍대역점,서울특별시,마포구,서울특별시 마포구 동교로 192,02-334-9254
130,nene,경기파주시법원점,경기,파주시,경기 파주시 법원읍 사임당로 791,031-959-1017
131,nene,경기파주시운정1점,경기,파주시,경기 파주시 와석순환로 307,031-948-2332
132,nene,서울도봉구도봉산역점,서울,도봉구,서울 도봉구 도봉산3길  3길37,02-954-8788
133,nene,서울중랑구면목3점,서울,중랑구,서울 중랑구 용마산로 89길16,02-493-4479
134,nene,서울중구을지로점,서울,중구,서울 중구 퇴계로 51길19,02-2275-9244
135,nene,서울동대문구전농점,서울,동대문구,서울 동대문구 전농로 51길35,02-3394-9292
136,nene,서울강북구수유2점,서울,강북구,서울 강북구 삼각산로 99,02-905-8899
137,nene,서울중랑구중화점,서울,중랑구,서울 중랑구 동일로 123길91,02-491-4479
138,nene,경기의정부시가능2점,경기,의정부시,경기 의정부시 가능로 39번길10,031-874-5550
139,nene,경기연천군군남점,경기,연천군,경기 연천군 군남면 군왕로 8,031-833-3555
140,nene,서울성동구성수2가점,서울,성동구,서울 성동구 성덕정길 27,02-467-8277
141,nene,경기파주시운정3점,경기,파주시,경기 파주시 한빛로 9,031-948-4472
142,nene,서울광진구중곡1점,서울,광진구,서울 광진구 면목로 148,02-468-5592
143,nene,서울종로구광화문점(B),서울,종로구,서울 종로구 사직로 8길20,02-730-9244
144,nene,서울종로구독립문점,서울,종로구,서울 종로구 통일로 262,02-737-4492
145,nene,서울중랑구상봉1점,서울,중랑구,서울 중랑구 신내로 52길73,02-434-3544
146,nene,경기포천시가산점,경기,포천시,경기 포천시 가산면 가산로 324,031-541-9585
147,nene,서울중랑구신내1점,서울,중랑구,서울 중랑구 신내로 135,02-3421-9202
148,nene,경기양주시은현점,경기,양주시,경기 양주시 은현면 은현로 61,031-861-8955
149,nene,경기고양시고양동점,경기,고양시,경기 고양시 덕양구 혜음로 56,031-964-5592
150,nene,서울동대문구청량리점,서울,동대문구,서울 동대문구 홍릉로 50,02-968-0092
151,nene,서울도봉구쌍문점,서울,도봉구,서울 도봉구 노해로 38길7,02-900-9912
152,nene,서울종로구종로점,서울,종로구,서울 종로구 수표로 26길12파고다빌딩1층,02-2275-0388
153,nene,서울은평구녹번점,서울,은평구,서울 은평구 은평로 160,02-358-4482
154,nene,서울노원구중계4동점,서울,노원구,서울 노원구 덕릉로 89길9,02-3392-4479
155,nene,경기의정부시민락용현점,경기,의정부시,경기 의정부시 용현로 120번길3,031-852-3400
156,nene,서울서대문구연희점,서울,서대문구,서울 서대문구 연희로 90,02-3143-4479
157,nene,경기파주시LCD점,경기,파주시,경기 파주시 월롱면 엘씨디로 8번길34,031-949-3536
158,nene,서울노원구중계2동점,서울,노원구,서울 노원구 동일로 207길18,02-978-4492
159,nene,서울은평구갈현1점,서울,은평구,서울 은평구 연서로 29길30-5,02-354-4492
160,nene,서울종로구상명대점,서울,종로구,서울 종로구 홍지문2길 2길6,02-395-7115
161,nene,서울광진구자양2점,서울,광진구,서울 광진구 뚝섬로 52가길6,02-454-3336
162,nene,서울마포구서교점,서울,마포구,서울 마포구 월드컵북로 7길11,02-322-7339
163,nene,서울마포구신수점(B),서울,마포구,서울 마포구 광성로 17,02-712-4479
164,nene,경기포천시내촌점,경기,포천시,경기 포천시 내촌면 내촌로 26,031-531-3222
165,nene,서울은평구응암점,서울,은평구,서울 은평구 응암로 286,02-387-3366
166,nene,서울서대문구이대역점,서울,서대문구,서울 서대문구 연세로 2길84,02-3272-0036
167,nene,경기고양시백석2점,경기,고양시,경기 고양시 일산동구 중앙로 1123,031-905-4479
168,nene,서울도봉구방학1점,서울,도봉구,서울 도봉구 도당로 27길20,02-3491-4479
169,nene,서울성북구월곡점,서울,성북구,서울 성북구 오패산로 46,02-943-4492
170,nene,서울성북구종암점(B),서울,성북구,서울 성북구 종암로 19길37,02-921-2900
171,nene,서울노원구공릉역점(B),서울시,노원구,서울시 노원구 동일로 191길19,02-977-4492
172,nene,서울강북구수유점,서울,강북구,서울 강북구 삼양로 74길18,02-985-0092
173,nene,경기고양시관산점,경기,고양시,경기 고양시 덕양구 통일로 780번길16,031-969-2225
174,nene,서울용산구숙대점,서울,용산구,서울 용산구 청파로 333,02-718-4479
175,nene,서울서대문구아현역점,서울,서대문구,서울 서대문구 신촌로 223-1,02-6012-4479
176,nene,서울은평구구산점,서울,은평구,서울 은평구 갈현로 123,02-354-8833
177,nene,서울성북구보문점,서울,성북구,서울 성북구 보문로 47,02-922-0118
178,nene,경기고양시성사점,경기,고양시,경기 고양시 덕양구 마상로 169,031-962-7792
179,nene,서울용산구이촌점,서울,용산구,서울 용산구 이촌로 46,02-712-4482
180,nene,경기양주시백석점,경기,양주시,경기 양주시 백석읍 호명로 22,031-879-9114
181,nene,경기동두천시송내지구점,경기,동두천시,경기 동두천시 동두천로 151,031-857-4144
182,nene,경기양주시고읍지구점,경기,양주시,경기 양주시 고읍로 35번길29-7,031-845-9282
183,nene,서울서대문구홍은1점,서울,서대문구,서울 서대문구 간호대로 16,02-391-4492
184,nene,서울노원구하계1점,서울,노원구,서울 노원구 공릉로 59가길28,02-976-8292
185,nene,서울노원구상계중앙점,서울,노원구,서울 노원구 동일로 459-37상계주공1단지가상가125호,02-931-4492
186,nene,서울동대문구장안점,서울,동대문구,서울 동대문구 장한로 18길32,02-3390-4479
187,nene,서울마포구마포역점,서울,마포구,서울 마포구 새창로 52현대아파트상가제12동156호,02-717-4422
188,nene,서울서대문구북가좌2점,서울,서대문구,서울 서대문구 증가로 211,"02-303-4479, 02"
189,nene,서울은평구불광점,서울,은평구,서울 은평구 불광로 197,02-355-1192
190,nene,경기양주시옥정지구점,경기,양주시,경기 양주시 새터로 19번길8,031-866-4479
191,nene,경기의정부시녹양점(B),경기,의정부시,경기 의정부시 녹양로 62번길96-16,031-876-4343
192,nene,경기연천군전곡점,경기도,연천군,경기도 연천군 전곡읍 은전로 78번길30,031-832-9956
193,nene,서울종로구창신점(B),서울,종로구,서울 종로구 지봉로 62,02-766-9282
194,nene,서울은평구녹번점,서울,은평구,서울 은평구 은평로 160,02-358-4482
195,nene,서울은평구대조점,서울,은평구,서울 은평구 통일로 73길28-1,02-382-1492
196,nene,서울중랑구면목2점,서울,중랑구,서울 중랑구 망우로 30길34,02-434-5999
197,nene,경기파주시봉일천점,경기,파주시,경기 파주시 조리읍 송비말길 22,031-947-4192
198,nene,서울금천구시흥2점,서울,금천구,서울 금천구 금하로 756,02-802-5124
199,nene,서울영등포구여의도점,서울,영등포구,서울 영등포구 의사당대로 108,02-782-9244
200,nene,서울관악구신림2점,서울,관악구,서울 관악구 신림로 91,02-877-4482
201,nene,서울영등포구영등포점,서울,영등포구,서울 영등포구 영신로 9길3-1,02-842-4492
202,nene,서울송파구거여점,서울,송파구,서울 송파구 성내천로 136,02-400-3615
203,nene,서울동작구상도1점,서울,동작구,서울 동작구 상도로 50길9,02-824-9244
204,nene,서울영등포구대림3점,서울,영등포구,서울 영등포구 도림로 53길34-1,02-848-0082
205,nene,서울관악구관악구청점,서울,관악구,서울 관악구 쑥고개로 93,02-889-4492
206,nene,서울강남구개포1점,서울,강남구,서울 강남구 개포로 25길12,02-2057-9292
207,nene,서울영등포구여의도2호점,서울,영등포구,서울 영등포구 국제금융로 7길32,02-780-9244
208,nene,서울서초구잠원점,서울,서초구,서울 서초구 나루터로 68,02-542-5582
209,nene,서울영등포구신풍역점,서울,영등포구,서울 영등포구 대방천로 222-1,02-834-4479
210,nene,서울관악구인헌점,서울,관악구,서울 관악구 인헌길 58,02-883-9931
211,nene,서울서초구우면점,서울,서초구,서울 서초구 형촌길 15,02-573-2292
212,nene,서울영등포구영등포푸르지오점,서울,영등포구,서울 영등포구 양산로 177,02-842-4493
213,nene,서울송파구석촌점,서울,송파구,서울 송파구 가락로 55,02-424-8060
214,nene,서울송파구가락2점,서울,송파구,서울 송파구 송이로 19길5,02-408-4482
215,nene,서울송파구문정장지점,서울,송파구,서울 송파구 새말로 147,02-400-8213
216,nene,서울금천구독산점,서울,금천구,서울 금천구 남부순환로 126길69,02-866-9592
217,nene,서울송파구가락점,서울,송파구,서울 송파구 문정로 44길20,02-407-4774
218,nene,서울서초구방배본동점,서울,서초구,서울 서초구 방배중앙로 25길24,02-536-4444
219,nene,서울서초구반포2점,서울,서초구,서울 서초구 강남대로 85길21-8,02-548-7705
220,nene,서울서초구서초2점,서울,서초구,서울 서초구 효령로 46길14,02-588-7077
221,nene,서울강남구역삼충현점,서울,강남구,서울 강남구 봉은사로 26길28,02-566-4479
222,nene,서울강남구신사점,서울,강남구,서울 강남구 논현로 161길14,02-542-4479
223,nene,서울송파구풍납점,서울,송파구,서울 송파구 풍성로 29-1,02-473-4473
224,nene,서울동작구사당이수점,서울,동작구,서울 동작구 사당로 27길64,02-532-9244
225,nene,서울관악구봉천현대점(B),서울,관악구,서울 관악구 봉천로 441,02-882-9277
226,nene,서울서초구서초중앙점,서울,서초구,서울 서초구 서초중앙로 24길55111호,02-3477-7000
227,nene,서울동작구중대점,서울,동작구,서울 동작구 흑석로 7길6-1,02-815-9282
228,nene,서울동작구상도2호점(B),서울,동작구,서울 동작구 성대로  75,02-815-4492
229,nene,서울송파구잠실새내역점,서울,송파구,서울 송파구 올림픽로 119,02-415-4479
230,nene,경기과천시과천1점,경기,과천시,경기 과천시 별양로 85,02-503-7070
231,nene,서울강남구대치점,서울,강남구,서울 강남구 삼성로 417,02-555-4479
232,nene,서울관악구신림점,서울,관악구,서울 관악구 문성로 215,02-889-4442
233,nene,서울송파구잠실1점,서울,송파구,서울 송파구 올림픽로 35가길11,02-418-4492
234,nene,서울금천구가산독산1동점,서울,금천구,서울 금천구 가산로 3길55,02-856-9244
235,nene,서울관악구신림남부점,서울,관악구,서울 관악구 남부순환로 143길16,02-838-9288
236,nene,서울영등포구대림점(B),서울,영등포구,서울 영등포구 디지털로 398대성빌딩,02-842-8444
237,nene,서울강남구역삼1점,서울,강남구,서울 강남구 논현로 67길48,02-568-4479
238,nene,서울서초구반포1점,서울,서초구,서울 서초구 반포대로 316,02-532-9291
239,nene,서울동작구대방점,서울,동작구,서울 동작구 등용로 40현대아파트종합상가106-1호,02-815-8292
240,nene,서울금천구금천점,서울,금천구,서울 금천구 은행나무로 22,02-805-4492
241,nene,서울영등포구신길점,서울,영등포구,서울 영등포구 가마산로 404,02-844-4492
242,nene,서울송파구송파방이2점,서울,송파구,서울 송파구 가락로 36길15,02-421-0089
243,nene,서울관악구난곡점,서울,관악구,서울 관악구 미성길 3길8,02-863-8880
244,nene,서울송파구삼전점,서울,송파구,서울 송파구 삼전로6길 6길4,02-423-4482
245,nene,서울강남구도곡점,서울,강남구,서울 강남구 도곡로 28길8,02-571-9955
246,nene,서울송파구오금점(B),서울,송파구,서울 송파구 동남로 274,02-431-6678
247,nene,서울관악구봉천점,서울,관악구,서울 관악구 은천로 9길14,02-888-5919
248,nene,서울동작구대방점,서울,동작구,서울 동작구 등용로 40현대아파트종합상가106-1호,02-815-8292
249,nene,서울동작구노량진점,서울,동작구,서울 동작구 만양로 8길50,02-826-9982
250,nene,서울양천구신정점,서울,양천구,서울 양천구 신목로 12길17,02-2644-9919
251,nene,서울강서구방화2점,서울,강서구,서울 강서구 금낭화로 26,02-2662-9229
252,nene,경기광명시하안점,경기,광명시,경기 광명시 하안로 254,02-894-4482
253,nene,서울구로구구로1점,서울,구로구,서울 구로구 구로동로 35가길10,02-861-4492
254,nene,서울강서구등촌3동점,서울,강서구,서울 강서구 공항대로 41길65,02-3661-4492
255,nene,경기안양시평촌1호점,경기,안양시,경기 안양시 동안구 달안로 153,031-387-9922
256,nene,경기광명시철산점,경기,광명시,경기 광명시 도덕공원로 68,02-2681-8585
257,nene,서울강서구까치산점,서울,강서구,서울 강서구 강서로 12길40,02-2601-4492
258,nene,서울강서구화곡남부시장점,서울,강서구,서울 강서구 곰달래로 53길50,02-2653-4492
259,nene,경기안양시석수점,경기,안양시,경기 안양시 만안구 석천로 167-3,031-474-7200
260,nene,서울강서구화곡1동점,서울,강서구,서울 강서구 가로공원로 76길95,02-2699-4479
261,nene,서울양천구신월1동점,서울,양천구,서울 양천구 가로공원로 148,02-2690-8592
262,nene,경기안양시안양2호점,경기,안양시,경기 안양시 만안구 냉천로 22,031-443-9294
263,nene,경기안양시호계갈산점,경기,안양시,경기 안양시 동안구 610번길66,031-457-4479
264,nene,경기광명시소하점,경기,광명시소하로,경기 광명시소하로 189,02-897-8293
265,nene,서울강서구가양1점(B),서울,강서구,서울 강서구 양천로 443-32,02-3661-4482
266,nene,서울양천구화곡3동점,서울,양천구,서울 양천구 월정로 42길9,02-2692-4492
267,nene,경기광명시광명사거리점,경기,광명시,경기 광명시 오리로 985번안길7,02-2682-9292
268,nene,서울강서구방화1점,서울,강서구,서울 강서구 양천로 24가길3,02-2662-4472
269,nene,서울양천구목4동점,서울,양천구,서울 양천구 목동중앙서로 48,02-2644-4492
270,nene,경기안양시호계2호점,경기,안양시,경기 안양시 동안구 전파로 88,031-478-8892
271,nene,서울강서구수명산파크점,서울,강서구,서울 강서구 강서로 31,"02-2667-7792,02-2667-8892"
272,nene,서울구로구구로테크노마트점,서울,구로구,서울 구로구 새말로 102,02-860-5700
273,nene,서울구로구근린공원점,서울,구로구,서울 구로구 고척로 27길115,02-2687-4479
274,nene,경기안양시관양지구점,경기,안양시,경기 안양시 동안구 관악대로 374번길19,031-422-4479
275,nene,경기안양시관양비산점,경기,안양시,경기 안양시 동안구 평촌대로 382,031-386-4490
276,nene,서울양천구목5동점(B),서울,양천구,서울 양천구 목동서로 100목동신시가지아파트제상가동제1층제111호,02-2646-4479
277,nene,서울양천구신월2점,서울,양천구,서울 양천구 오목로 77,02-2693-4492
278,nene,서울구로구오류1점,서울,구로구,서울 구로구 부일로 953,02-2689-9288
279,nene,경기안양시박달점,경기,안양시,경기 안양시 만안구 양화로 148번길15,031-445-9282
280,nene,서울양천구양천구청점,서울,양천구,서울 양천구 목동남로 2길15,02-2655-1855
281,nene,서울구로구고척1점,서울,구로구,서울 구로구 경서로 45,02-3666-4492
282,nene,경기광명시철산역점,경기,광명시,경기 광명시 디지털로 5푸르지오하늘채아파트종합상가B1F144호,02-2612-9979
283,nene,서울구로구개봉점(B),서울,구로구,서울 구로구 개봉로 11길34,02-2687-9244
284,nene,서울양천구신정1동점,서울,양천구,서울 양천구 은행정로 16-1,02-2652-1212
285,nene,서울구로구신도림점,서울,구로구,서울 구로구 신도림로 11길43,02-2677-4492
286,nene,경기안양시평촌2호점,경기,안양시,경기 안양시 동안구 관평로 138번길24,031-476-2073
287,nene,서울구로구남구로점,서울,구로구,서울 구로구 도림로 12길24,02-865-9222
288,nene,경기광명시광명KTX역점,경기,광명시,경기 광명시 덕안로 77번길5,02-898-9242
289,nene,서울양천구신월3점,서울,양천구,서울 양천구 신월로 25,02-2690-1008
290,nene,서울강서구마곡나루점,서울,강서구,서울 강서구 마곡중앙6로 6로11,02-3663-4479
291,nene,경기안양시호계오전점,경기,안양시,경기 안양시 동안구 포도원로 27,031-429-4456
292,nene,서울강서구등촌2동점,서울,강서구,서울 강서구 등촌로 51길9,02-2644-6969
293,nene,경기부천시송내점,경기,부천시,경기 부천시 소사구 송내대로 30번길71,032-655-6573
294,nene,경기김포시양곡점,경기,김포시,경기 김포시 김포한강로 4로530,031-981-1322
295,nene,인천동구송현점,인천,동구,인천 동구 화도로 15,032-777-9292
296,nene,인천부평구부개점,인천,부평구,인천 부평구 길주남로 101번길4-19,032-513-0033
